SearchQuery,URL,Score,Position,Title,Description,CreatedAt
"националисты ""Азова"" продолжают нападать на мирных жителей",http://www.rodina.ru/tag/ukraina,11,11,Украина - Партия Родина,8 июля 2019 Журавлев: Украинские националисты испытывают комплекс ... 3 октября 2018 Алексей Журавлев: Убийство мирных жителей – политическая позиция Киева.,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://issuu.com/kommir/docs/krizhanovskiy_all-1,12,12,Коммир Крижановский. Диагноз - империя. Часть 1. Статьи,27.10.2014 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://shazoo.ru/2020/07/23/97253/v-trejlere-stalker-2-nashli-pashalku-s-nacionalisticheskim-harakterom,13,13,В трейлере S.T.A.L.K.E.R. 2 нашли пасхалку с ... - Shazoo,23.07.2020 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://www.academia.edu/35684696/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D1%8D%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D0%B8_%D0%BD%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9_%D0%B8%D0%B4%D0%B5%D0%B8_%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D1%8B_%D0%B8_%D0%B5%D0%B2%D1%80%D0%B5%D0%B8_1987_2016_%D0%B3%D0%BE%D0%B4%D1%8B,14,14,"Хроника эволюции ""национальной идеи"" Украины и евреи ...","Среди жертв было много еврейских жителей восточных областей Содружества, убитых казаками ... были правые националисты Украины, в частности, «Правый сектор».",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://kpfu.ru/portal/docs/F1347587365/T1.obschij_1_.pdf,15,15,Итоговая Научно-образовательная конференция ...,30.12.2010 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://inslav.ru/sites/default/files/editions/2017_slavjane_i_rossija_problemy_vojny_i_mira_na_balkanax.pdf,16,16,Славяне и Россия - Институт славяноведения РАН,"Первоначально ее целью было отвоевание Азова и пе- рекрытие путей для набегов крымских ... стали бросаться и на мирных жителей, а когда последние с це-.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://pravfond.ru/upload/iblock/7fc/7fccd5c2536dd682c15f16c1d08bdcc4.pdf,17,17,Скачать - Фонда поддержки и защиты прав ...,"нимали активное участие радикальные националисты. Уже 24 ноября произошли первые стычки ... ками было убито более 10 мирных жителей, десятки получили ране-.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://nkvd.tomsk.ru/content/editor/KazakizaKamnem%202/20-Kazaki-za-Kamnem.pdf,18,18,Казаки за Камнем - Следственная тюрьма НКВД,2.07.2020 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://m.censor.net/includes/sitemap_ru_news_201706.xml,19,19,sitemap_ru_news_201706.xml,"... к провокациям и терактам против мирных жителей для срыва перемирия, ... Боевики с начала суток продолжают нарушать режим тишины: ведут обстрелы из ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://library.khpg.org/files/docs/1438502446.doc,20,20,Нетаджикские девочки. Нечеченские мальчики,от Д Соколов-Митрич · С позовавания в 13 —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://zounb.zp.ua/resourse/zaporizkyy-kray/ludy/sivashskaya-odisseya,21,21,Сивашская одиссея - Запорізька обласна універсальна ...,18.07.2021 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://ruxpert.ru/%D0%9F%D1%80%D0%B0%D0%B2%D0%B8%D1%82%D0%B5%D0%BB%D0%B8_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8,22,22,Правители России — Русский эксперт,Построен город-крепость Святополч (1096) для переселения жителей разорённого ... Турецкое завоевание Крыма и Азова (1475): Крымское ханство стало вассалом ...,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://berkovich-zametki.com/Guestbook/guestbook_dez2008_1.html,23,23,Guestbook - berkovich-zametki.com,Армейские власти в Хевроне продолжают в это же время изгонять евреев из Хеврона на ... несколько теплых слов в память сотен тысяч погибших мирных жителей.,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://www.publicdiplomacy.su/wp-content/uploads/2015/07/E%60kstremizm-na-Ukraine-doklad.pdf,24,24,ЭКСПЕРТНЫЙ ДОКЛАД - Народная дипломатия,"Оправдание геноцида мирных жителей ... и институализированные националисты, предста- ... Джемилев заявлял35: «Почему продолжают поступать.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://dou.ua/forums/topic/35982/,25,25,Казахстан охопили масові протести | DOU,5.01.2022 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://for-ua.com/ru/tag/141,26,26,ТЕГ: РФ - ForUm,"СБУ: После выборов в Госдуму РФ массовая паспортизация жителей ОРДЛО свернута ... В Беларуси заявили, что не собираются нападать на Украину.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://scilla.ru/works/knigi/yunpol.doc,27,27,Юная политика - Scilla.ru,"Активисты АКМ постоянно участвуют в акциях жителей против незаконной ... произвол в России творится не только в отношении участников мирных акций протеста, ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://www.yumpu.com/en/document/view/52541385/-,28,28,ЭКСПЕРТНЫЙ ДОКЛАД - Yumpu,"129• Оправдание геноцида мирных жителейи военных преступлений . ... не попавшие в парламент коммунистыи институализированные националисты, ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://www.booksite.ru/fulltext/fei/text.pdf,29,29,ПРОИСХОЖДЕНИЕ МИРОВОЙ ВОЙНЫ,"на отказ Гермашш от всех мирных предложений и па стремительно ... к созданию единой нации, о которой мечтали сербские националисты,.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://svcomercio.info/6357-prolistav-uchebniki-po-istorii-ukrainy.html,30,30,Пролистав учебники по истории Украины » Новости России и мира,"На ней шли кровавые битвы, которые приводили к ужасающих разрушений и гибели миллионов солдат и мирных жителей». Поэтому неудивительно, что некоторые ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://imwerden.de/pdf/milyukov_ocherki_po_istorii_russkoj_kultury_tom3_1995__ocr.pdf,31,31,Очерки по истории русской культуры. Том 3. Национализм ...,"подвергались и продолжают подвергаться этому ""социологичес кому"" эксперименту. ... мере своих мирных захватов и военных приобретений Иван III.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://i-sng.ru/img/2020/10/e12d0faf00a95c35b25cbba390190388.pdf,32,32,Поместной Церкви Украины - Институт стран СНГ,"народов, «православный миллиард» жителей России и ее союзников. ... Подлинные украинские националисты — это общерусские ирридентисты (иррирдента —.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://files.mai.ru/site/conf/cotohist/libexpo/4_RMDV.pdf,33,33,РОССИЯ и МИР с ДРЕВНЕЙШИХ ВРЕ ДО НАЧАЛА XXI BE,"притоку сюда жителей и увеличению плотности населения. ... Азова с суши не имела успеха. петр, сам участвовавший в военных действиях (в чиҮ.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://semicrimea.ru/karta-sayta/,34,34,Карта сайта - Семьи Крыма,3.02.2022 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://evrejskaja-panorama.de/issue.2014-10.pdf,35,35,Солидарность по подсказке - Еврейская панорама,19.10.2014 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://jg.isi.mrsu.ru/assets/gumanitary_2010_12.pdf,36,36,научный журнал - ГуманитариЙ актуальные проблемы ...,ют проблемное поле и продолжают начатую на конфе ренции научную дискуссию. ... татары могли еще спокойно нападать на ... мирных жителей.,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://militera.lib.ru/research/0/pdf/medinsky_vr01.pdf,37,37,Владимир Мединский - Военная Литература,ря 1941 года: «У военнопленных и местных жителей беспощадно отбирать зим нюю одежду. Все оставляемые населенные пункты сжигать».,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://www.alternativy.ru/sites/default/files/files/alternativy/2014-3/alternativy-2014-3.doc,38,38,Журнал «Альтернативы,"Но, как показывает практика, сверхдемократичный Запад, преследуя свои интересы, не прочь уничтожить в огне ядерной бомбардировки сотни тысяч мирных жителей ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://yearbookjapan.ru/images/book/japan_2003-2004.pdf,39,39,japan_2003-2004.pdf - Ежегодник Япония,"продолжают удивляться «закрытости» японского общества. Ярким примером такой «закрытости» является ... Особо ярые националисты даже говорят, что «мы.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://onomastics.ru/sites/default/files/VO_2020_1/Voprosy_Onomastiki_2020_1.pdf,40,40,ВОПРОСЫ ОНОМАСТИКИ,16.01.2020 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://flibusta.site/b/399584/read,41,41,Вся правда об Украине (fb2) | Флибуста,"Это те самые националисты, которые орудовали на Майдане. Среди этих людей, возможно, есть и те, кто убивал мирных жителей Цхинвала и расстреливал российских ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://planetanovostei.ru/sitemap,42,42,Карта сайта,"... Пентагон: За убийство мирных жителей в результате ракетного обстрела 29 августа, ... Политик Шарий: украинские националисты повесят Зеленского в случае ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://cro-gorkluch.ru/wp-content/uploads/2019/05/%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA-%D0%AD%D0%BA%D1%81%D1%82%D1%80%D0%B5%D0%BC%D0%B8%D1%81%D0%BA%D0%B8%D1%85-%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D0%BE%D0%B2.docx,43,43,Федеральный список Экстремиских материалов - МКУ ...,"Экстремиский материал №4730 - Видеофайл ""Русские националисты"": Видеофайл ... убивать и взрывать Мирных жителей"": Информационный материал - видеозапись под ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://pureportal.spbu.ru/files/69857025/_6_.pdf,44,44,Российская академия наук - Санкт-Петербургский ...,от АЮ Харитонова —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://mountaindreams.ru/download/o/ocherki_po_istorii_adigei_1957.doc,45,45,Очерки по истории Адыгеи (1957) - MountainDreams.ru,"Наравне с медными орудиями в довольно значительном количестве продолжают ... з среду жителей боспорских городов представителей меото-сарматских племен, ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://www.zerkalov.kiev.ua/sites/default/files/7._tyortyy-_ukronacisty_-_skotnyy_dvor.pdf,46,46,СКОТНЫЙ ДВОР - УКРОНАЦИСТЫ,"количество тяжелых вооружений, главарь Азова свою риторику умерил. ... свойственной ему манере) не унимался: «Он спросил одних жителей Донбасса. А других.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://www.calameo.com/books/004323108d71f70e55ff6,47,47,Sokolovmitrich Dmitrii Не таджикские девочки Не чеченские ...,"Под «русскими» авторы письма имеют в виду всех бывших жителей Чечни ... Тот, видимо, счел это за оскорбление, вытащил нож и стал на него нападать.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://www.irbis-nbuv.gov.ua/cgi-bin/irbis64r_81/cgiirbis_64.exe?C21COM=2&I21DBN=VFEIR&P21DBN=VFEIR&Z21ID=&Image_file_name=DOC%2FREP0000428.PDF&IMAGE_FILE_DOWNLOAD=1,48,48,Диагноз-империя,"изводственных отношениях, так и продолжают по сегодняшний ... нападать на откупа! ... рии 8-го числа погибло в Андижане 20 тысяч жителей, как сообща-.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://mirwiki.ru/sitemap/,49,49,Карта сайта - Новости в России и мире,... Полпред ДНР в СЦКК сообщил о гибели двух мирных жителей при обстрелах со стороны ... Политик Шарий: украинские националисты повесят Зеленского в случае ...,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://inosmi.ru/ukraine/20100114/157541679.html,50,50,"Украина и Россия – размытая граница | 18.01.2022, ИноСМИ",14.01.2010 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://coollib.net/b/48950-sergey-gennadevich-chuev-proklyatyie-soldatyi-predateli-na-storone-iii-reyha/read,51,51,Проклятые солдаты. Предатели на стороне III рейха ...,Некоторых местных жителей зачисляли на административно-хозяйственные должности и ... что партизанами было расстреляно 115 мирных жителей. женщин и детей:.,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://nahnews.org/sitemap29imagegoogle.xml,52,52,sitemap29imagegoogle.xml,... Украинские националисты идут во власть: Азов сообщил о создании партии ... давят мирных жителей Донбасса Смерть под танком: пьяные силовики давят мирных ...,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://news-front.info/2020/07/28/ukraina-kak-rassadnik-naczizma-patriotizm-podmenyayut-vospitaniem-nenavisti/,53,53,Украина как рассадник нацизма: патриотизм подменяют ...,28.07.2020 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://www.snowforum.ru/forums/?action=list&board=aar&thread=142447,54,54,142447 - After Action Reports - SnowForum,"Однако в процентном отношении прибыли от торговли продолжают давать слишком ... Удивительно, но по итогам мирных переговоров Галисию получил младший партнёр ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://www.borovskold.ru/download.php?id=58209371,55,55,Скачать,"цы продолжают оставаться накрепко связан ... и вся компания поспешила на «Память Азова» ... ду и уезду, наводя страх на мирных жителей.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://pro75555.myqip.ru/?1-24-0-00000006-000-10001-0-1523790053,56,56,Из истории России - Форум Войск противоракетной и ...,25.07.2013 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://left.by/wp-content/uploads/2016/01/%D0%94%D1%8E%D0%BA%D0%BE%D0%B2-%D0%90.%D0%A0.-%D1%80%D0%B5%D0%B4.-%D0%9C%D0%B0%D1%81%D1%81%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BD%D0%B0%D1%80%D1%83%D1%88%D0%B5%D0%BD%D0%B8%D1%8F-%D0%BF%D1%80%D0%B0%D0%B2-%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%D0%B0-%D0%B2-%D1%85%D0%BE%D0%B4%D0%B5-%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D1%8F%D0%BD%D0%B8%D1%8F-%D0%BD%D0%B0-%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B5-2013%E2%80%932014-%D0%B3%D0%B3.-%D0%93%D0%BE%D0%B4%D0%BE%D0%B2%D0%BE%D0%B9-%D0%BE%D1%82%D1%87%D1%91%D1%82-IGCP-2015.pdf,57,57,Массовые нарушения прав человека в ходе гражданского ...,22.01.2016 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://imag.one/news/v-centre-donecka-razdalis-moshchnye-vzryvy/12143249,58,58,В центре Донецка раздались мощные взрывы - iMag.one,преди 9 часа —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://kuzpress.ru/other/12-10-2014/35064.html,59,59,Бандеровцы намерены снести 14 октября в Одессе ...,12.10.2014 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://arthur09.livejournal.com/feed/,60,60,Об аномальной жаре в Германии летом 1865 года. - arthur09,"Данные нашей разведки продолжают фиксировать размещение украинскими ... По статистике, во время афганской войны погибло 30 000 мирных жителей и около 11 ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://leninism.su/images/PDF/GV4.pdf,61,61,"ИСТОРИЯ - Ленин - революционер, мыслитель, человек","цами в гражданской войне, а в мирных условиях ... жителей села, в том числе и малолепшх детей, ... ваясь нападать на полки, они, как стервятники,.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://vtoraya-literatura.com/pdf/konovodov_kazachyj_narod_ch1_1965__ocr.pdf,62,62,казачий народ - Вторая литература,"Казаков с Турками за обладание крепостью Азова.После великолепного пара ... Во всей своей деятельности С.Разин нигде не разорял мирных жителей,.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://19may.ru/forum/archive/index.php/t-15556-p-14.html,63,63,бУ (бывшая Украина) [Архив] - Страница 14 - Свобода ...,20.08.2014 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://elibrary.sgu.ru/uch_lit/259.pdf,64,64,Саратовский государственный университет имени Н. Г ...,Андрей проповедовал среди местных жителей новую веру и в знак памяти ... Лишь некоторые западные половецкие орды продолжают участвовать в.,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://openomsk.org/ria_grep/2016_11.html,65,65,"Флэшмоб под названием Mannequin Challenge, в котором ...","За сутки из блокированных районов Алеппо вышли 6020 мирных жителей ... территории университета, а затем вышел с ножом из машины и стал нападать на прохожих.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://xn---96-5cd3cgu2f.xn--p1ai/raznoe-2/uchebniki-ukrainy-vse-shkolnye-uchebniki-i-reshebniki-ukraina-onlajnskachat-besplatno.html,66,66,Все школьные учебники и решебники Украина онлайн,"На ней шли кровавые битвы, которые приводили к ужасающих разрушений и гибели миллионов солдат и мирных жителей». Поэтому неудивительно, что некоторые школьники ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://elar.urfu.ru/bitstream/10995/191/3/1219576.pdf.txt,67,67,1219576.pdf.txt,"Взволнованными, страстными словами он убеждает жителей Тардиенты перестать быть ... Испанский народ, его президент, его законное пра- вительство продолжают ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://samlib.ru/b/bomzh_p/durakiikarnaval.shtml,68,68,Бомж Парижский. Дураки и карнавал. Анархия в Рф,21.02.2022 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://galgai.com/forum/archive/index.php/t-9536.html,69,69,"Русские националисты и ""националисты"" [Архив] - Галгай ...",27.03.2008 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://elbib.nbchr.ru/lib_files/0/kkni_0_0001875.pdf,70,70,Полёт над Россией - Национальная электронная ...,"поселения) продолжилось от Моздока на запад, вплоть до Азова. На территории ... тысячи мирных жителей разных национальностей, спасающихся от зверств.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://2ch.hk/news/catalog.html,71,71,Каталог /news/ - Двач,Украинские нацисты удерживают в заложниках более 60 мирных жителей. ... Иностранцев на Украине атакуют разбушевавшиеся националисты.,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://huggingface.co/DeepPavlov/rubert-base-cased/commit/a6c80072b588c0474e67b43f5a3c3ae60b431f4b.diff?file=0,72,72,diff --git a/vocab.txt b/vocab.txt new file mode 100644 index ...,... +骑 +нев +骚 +жителей +骠 +##мотря +骥 +##има +骨 +игры +##ископ +центра ... +##вина +экспресс +продолжают +полицией +Земле +Петербургского +##бал +GP ...,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://militera.org/books/pdf/research/sb_fenomen-lokotskoy-respubliki.pdf,73,73,феномен локотской республики - Военная Литература,"век были освобождены от угона в Германию, около 200 жителей ... нелегалами, живущими под видом мирных жителей в селах и деревнях, оставить в ней только ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://www.sgvavia.ru/forum/107-5342-154,74,74,154 - Авиация СГВ,8.04.2016 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://viperson.ru/uploads/attachment/file/953091/%D0%A2%D0%BE%D0%BC_674_716_.%D0%9C%D1%8F%D1%82%D1%83%D1%89%D0%B0%D1%8F%D1%81%D1%8F_%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B0._%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D1%81_%D0%B4%D1%80%D0%B5%D0%B2%D0%BD%D0%B5%D0%B9%D1%88%D0%B8%D1%85_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD._%D0%98.%D0%98._%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D1%87%D1%83%D0%BA.Microsoft_Word__2_.pdf,75,75,Мятущаяся Украина. История с древнейших времен,от АИ Комарова —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://www.phantastike.com/other/podlinnaya_istoriya/zip/,76,76,Подлинная история русского и украинского народа,"Почему украинские националисты должны почитать не Степана Бандеру, а Лазаря Кагановича и какой ... За русский язык высказалось 86 % жителей Закарпатья.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://proza.ru/2017/10/06/379,77,77,История Украины (Сергей Бунтовский) / Проза.ру,6.10.2017 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://www.pryaniki.org/view/article/1013296/,78,78,"Россияне лишились лосося, Макаревич лишился заслуг ...",22.08.2014 г. —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://www.rospisatel.ru/shevjakin.htm,79,79,КГБ ПРОТИВ СССР. 17 МГНОВЕНИЙ ИЗМЕНЫ,"Петр Великий, покидая столицу для участия во взятии Азова (1695–1696 гг.) ... дремучие бандеровцы и не менее дремучие литовские националисты… и, наконец, ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://sanstv.ru/dict/%D0%B8%D0%B7%D0%B1%D1%80%D0%B0%D0%BD%D0%B0,80,80,"ИЗБРАНА - Энциклопедический словарь, Академический ...","... причем в ходе военных действий погибло более 8 тыс. мирных жителей. ... Ибо удалось добиться лишь возвращения Азова, в котором, согласно договору, ...",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://velesova-sloboda.info/archiv/pdf/sokolov-mitrich-netadzhikskie-devochki-nechechenskie-malchiki.pdf,81,81,Нетаджикские девочки. Нечеченские мальчики,от Д Соколов-Митрич · С позовавания в 13 —,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",https://coollib.com/b/304895-aleksandr-reshideovich-dyukov-massovyie-narusheniya-prav-cheloveka-v-hode-konflikta-na-ukraine-2013-__/read,82,82,Массовые нарушения прав человека в ходе конфликта на ...,Сопровождаемая гибелью мирных жителей «Антитеррористическая операция» и массовое ... «Бои на востоке Украины продолжают приводить к потерям среди мирного ...,1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://wiki.central-asia.su/lib/exe/fetch.php?media=history_crimean-tatars.doc,83,83,Валерий Возгрин,"Эти хранилища, сопоставленные с количеством жителей селений, ... тавров по отношению к скифам, а во-вторых, о мирных тавро-скифских отношениях.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://cms.arsu.kz/api/elibrary/open-file?rid=796&fid=792,84,84,история стран востока xx век,"его столица Конья насчитывала до 100 тыс. жителей, стала благо- ... Земский собор высказался против принятия Азова «под руку» ца- ... мирных отношений.",1646349138
"националисты ""Азова"" продолжают нападать на мирных жителей",http://bourabai.ru/library/Platonov_Ternovy_venets_4.htm,85,85,Олег Платонов. Терновый венец России. Том 1-2,"Для сель- ских жителей он составлял 23 года, а для горожан 27 лет. ... Особенно изощрялись еврей- ские, польские и финские националисты.",1646349138
