SearchQuery,URL,Score,Position,Title,Description,CreatedAt
Россия в глобальной политике,https://www.rbc.ru/search?query=%D0%A4%D0%B5%D0%B4%D0%BE%D1%80+%D0%9B%D1%83%D0%BA%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%2C+%D0%B3%D0%BB%D0%B0%D0%B2%D0%BD%D1%8B%D0%B9+%D1%80%D0%B5%D0%B4%D0%B0%D0%BA%D1%82%D0%BE%D1%80+%D0%B6%D1%83%D1%80%D0%BD%D0%B0%D0%BB%D0%B0+%C2%AB%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8F+%D0%B2+%D0%B3%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9+%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B5%C2%BB,20,20,Новости дня в России и мире — РБК,"... директор по научной работе международного дискуссионного клуба «Валдай», главный редактор журнала «Россия в глобальной политике» Федор Лукьянов и доцент ...",1646349153
Россия в глобальной политике,https://we.hse.ru/news/223607769.html,21,21,Статья И.Г. Ковалева в журнале «Россия в глобальной ...,17.09.2018 г. —,1646349153
Россия в глобальной политике,https://www.facebook.com/globalaffairs.ru/,22,22,"Журнал ""Россия в глобальной политике"" - Home | Facebook","Журнал ""Россия в глобальной политике"", Москва. 11577 likes · 121 talking about this · 59 were here. Общественно-политический журнал «Россия в глобальной...",1646349153
Россия в глобальной политике,https://russiancouncil.ru/library/library_rsmd/rossiya-v-globalnoy-politike-uchebnik-i-praktikum-dlya-akademicheskogo-bakalavriata/,23,23,Россия в глобальной политике: учебник и практикум для ...,"Издательство «Юрайт» предлагает вузам первый в отечественной литературе учебник по новому предмету «Россия в глобальной политике», рассчитанный на студентов ...",1646349153
Россия в глобальной политике,https://www.ucheba.ru/program/733331,24,24,Россия в глобальной политике - Учёба.ру,"Цель: формирование у обучающихся целостного представления об эволюции внешней политики России, роли, месте и влиянии России в глобальной политике в условиях ...",1646349153
Россия в глобальной политике,http://inion.ru/ru/about/news/kommentarii-efremenko-zhurnalu-rossiia-v-globalnoi-politike/,25,25,Комментарий Д. В. Ефременко журналу - инион ран,Комментарий Д. В. Ефременко журналу «Россия в глобальной политике». Главная · Об институте · Новости. 20.04.2018 18:12. Категория: Публикации в СМИ.,1646349153
Россия в глобальной политике,https://mosgu.ru/sveden/files/Annot_Rossiya_v_globalynoy_politike_MO_MPiMB.pdf,26,26,РОССИЯ В ГЛОБАЛЬНОЙ ПОЛИТИКЕ,"Дисциплина «Россия в глобальной политике» предназначена для сту- дентов, обучающихся по направления подготовки – 41.03.05 «Международ-.",1646349153
Россия в глобальной политике,https://www.spbstu.ru/media/news/education/polytech-discussed-the-role-of-russia-in-global-affairs/,27,27,В Политехе обсудили роль России в глобальной политике,13.12.2016 г. —,1646349153
Россия в глобальной политике,https://russland.ahk.de/ru/mediacentr/novosti/detail/rossija-v-globalnoi-politike-pochemu-nemecko-rossiiskie-otnoshenija-ostanutsja-stabilnymi,28,28,Россия в глобальной политике: Почему немецко ...,6.12.2021 г. —,1646349153
Россия в глобальной политике,https://kpfu.ru/pdf/portal/oop/49280.pdf,29,29,Программа дисциплины Россия в глобальной политике ...,"Целями освоения дисциплины ""Россия в глобальной политике"" являются: - формирование у студентов системы знаний, о российской внешнеполитической доктрине, ее.",1646349153
Россия в глобальной политике,https://carnegie.ru/publications/52035,30,30,Россия в глобальном мире и как этот мир влияет на Россию,16.05.2013 г. —,1646349153
Россия в глобальной политике,https://www.wildberries.ru/catalog/12029407/detail.aspx,31,31,"РОССИЯ В ГЛОБАЛЬНОЙ ПОЛИТИКЕ 2-е изд., испр. и доп ...","РОССИЯ В ГЛОБАЛЬНОЙ ПОЛИТИКЕ 2-е изд., испр. и доп. Учебник для академического бакалавриата Издательство Юрайт 12029407 в интернет-магазине Wildberries.",1646349153
Россия в глобальной политике,https://iz.ru/news/271846,32,32,"Журнал ""Россия в глобальной политике"" будут читать и на ...",17.01.2003 г. —,1646349153
Россия в глобальной политике,https://liber.rsuh.ru/en/node/276,33,33,Россия в глобальной политике | The information complex of ...,5.01.2018 г. —,1646349153
Россия в глобальной политике,https://2gis.ru/moscow/firm/4504127908815550,34,34,Россия в глобальной политике - Москва - 2ГИС,"Россия в глобальной политике, журнал: адреса со входами на карте, отзывы, фото, номера телефонов, время работы и как доехать.",1646349153
Россия в глобальной политике,https://r-19.ru/news/kultura/117102/,35,35,Выставка «Россия в глобальной политике - Правительство ...,10.06.2021 г. —,1646349153
Россия в глобальной политике,https://book24.ru/serie/rossiya-v-globalnoy-politike-rekomenduet-alpinapab-5859211/,36,36,"""Россия в глобальной политике"" рекомендует - Book24","Book24: ""Россия в глобальной политике"" рекомендует купить в интернет-магазине book24.ru. ✓ Бесплатная доставка от 999р. ✓ Отправка в день заказа.",1646349153
Россия в глобальной политике,https://roscongress.org/materials/spetsialnyy-vypusk-zhurnala-rossiya-v-globalnoy-politike-krizis-kak-vozmozhnost-/,37,37,Россия в глобальной политике» – «Кризис как возможность ...,20.02.2021 г. —,1646349153
Россия в глобальной политике,https://twitter.com/ru_global?lang=bg,38,38,Россия в глобальной политике (@ru_global) / Twitter,"Журнал Россия в глобальной политике - это попытка осмыслить фундаментальные изменения, которые происходят в современном мире и в его отношениях с нашей ...",1646349153
Россия в глобальной политике,https://ria.ru/20030116/300302.html,39,39,"""Россия в глобальной политике"" в англоязычном варианте - РИА ...","Продвижение российских компаний на международный рынок будет одной из главных тем ... версии журнала ""Россия в глобальной политике"" /Russia in global affairs/.",1646349153
Россия в глобальной политике,https://inosmi.ru/globalaffairs_ru/,40,40,Россия в глобальной политике - последние публикации и ...,Россия в глобальной политике - читайте последние публикации издания: Взаимосвязь как оружие Выбранные места из переписки Бориса Ельцина и Уильяма Дж.,1646349153
Россия в глобальной политике,https://ruski.radio.cz/zhurnal-rossiya-v-globalnoy-politike-vostrebovan-v-chehii-8610955,41,41,Россия в глобальной политике» востребован в Чехии,В конце прошлого года в Чехии вышел из печати второй номер чешской версии журнала «Россия в глобальной политике». Мы попросили главного редактора чешской ...,1646349153
Россия в глобальной политике,https://www.labirint.ru/books/472182/,42,42,Россия в глобальной политике. Новые правила игры без ...,"Книга: Россия в глобальной политике. Новые правила игры без правил. Автор: Глазьев, Арбатов, Окунев. Аннотация, отзывы читателей, иллюстрации.",1646349153
Россия в глобальной политике,https://spbu.ru/postupayushchim/programms/magistratura/rossiya-i-kitay-v-globalnoy-politike-na-angliyskom-yazyke,43,43,Россия и Китай в глобальной политике (на английском языке),Россия и Китай в глобальной политике (на английском языке). 41.04.04На английском языке. Уровень обучения Магистратура. Форма обучения Очная.,1646349153
Россия в глобальной политике,https://www.dw.com/ru/%D0%B8%D0%BD%D0%B3%D0%BE-%D0%BC%D0%B0%D0%BD%D0%BD%D1%82%D0%BE%D0%B9%D1%84%D0%B5%D0%BB%D1%8C/s-12766,44,44,Инго Маннтойфель - Европа и Россия в глобальной политике,"Европа и Россия в глобальной политике. Ключевые события в российской и европейской политике, а также развитие двусторонних российско-германских и ...",1646349153
Россия в глобальной политике,https://hh.ru/employer/8498,45,45,"Вакансии компании Россия в глобальной политике, Журнал","Работа в компании Россия в глобальной политике, Журнал. Информация о компании и все открытые вакансии.",1646349153
Россия в глобальной политике,https://mdk-arbat.ru/catalog?ser_id=28853,46,46,Серия: Россия в глобальной политике - Московский Дом книги,Серия: Россия в глобальной политике · Невидимая сила : Как работает американская дипломатия · Великий Преемник : Божественно Совершенная Судьба Выдающегося ...,1646349153
Россия в глобальной политике,http://council.gov.ru/events/news/121079/,47,47,Россия в глобальной политике» Ф. Лукьянов - Совет ...,3.11.2020 г. —,1646349153
Россия в глобальной политике,https://mguu.ru/wp-content/uploads/2016/06/Rossiya-v-globalnoj-politike.pdf,48,48,Россия в глобальной политике» Ожидаемые результаты ...,«Россия в глобальной политике». Ожидаемые результаты. Учебная дисциплина обеспечивает овладение следующими компетенциями:.,1646349153
Россия в глобальной политике,https://www.prosmi.ru/catalog/2996,49,49,"""Россия в глобальной политике"" Издание - Журналы по ...","""Россия в глобальной политике"" Издание — Аналитический научно-просветительский журнал, посвященный проблемам российской внешней политики, ...Тираж Издания, распростронение тиража:",1646349153
Россия в глобальной политике,https://cyberleninka.ru/article/n/liderskiy-potentsial-rossii-v-globalnoy-politike,50,50,Лидерский потенциал России в глобальной политике,от ГА Дробот · 2018 · С позовавания в 8 —,1646349153
Россия в глобальной политике,https://tlgrm.ru/channels/@ru_global,51,51,Россия в глобальной политике - Telegram,"30022 подписчиков, 18505 публикаций — посты и статистика канала Россия в глобальной политике (@ru_global) в Telegram.",1646349153
Россия в глобальной политике,https://russian.rt.com/world/news/516722-rossiya-es-lukyanov,52,52,Главред журнала «Россия в глобальной политике - RT,25.05.2018 г. —,1646349153
Россия в глобальной политике,https://lomonosov-msu.ru/eng/event/5601/menu/,53,53,Государственное управление: Россия в глобальной политике,Государственное управление: Россия в глобальной политике. ... 17-я Международная конференция «Государственное управление: Россия в глобальной политике».,1646349153
Россия в глобальной политике,https://rus.rusemb.org.uk/fnapr/4776,54,54,Статья Министра иностранных дел России С.В.Лаврова,3.03.2016 г. —,1646349153
Россия в глобальной политике,https://progresspolicy.ru/posts/rossiya-v-globalnoj-politike/,55,55,Архивы Россия в глобальной политике,"29.08.2017; Опубликовано: Олег Бондаренко · 29.08.2017; Опубликовано: Олег Бондаренко · Категория: Московский комсомолец, Россия в глобальной политике.",1646349153
Россия в глобальной политике,https://my-shop.ru/shop/product/4243647.html,56,56,Россия в глобальной политике. Учебник и практикум для СПО,"Купить книгу«История: Россия в глобальной политике. Учебник и практикум для СПО» (Пряхин В.Ф.) в Интернет-магазине My-shop.ru.2080,00 RUB",1646349153
Россия в глобальной политике,https://www.youtube.com/watch?v=5AXD3LLEtrA,57,57,Россия и США в глобальной политике ХХ –XXI века - YouTube,,1646349153
Россия в глобальной политике,https://bmm.ru/series/99104-rossiya-v-global-noj-politike/,58,58,Книги серии «Россия в глобальной политике»: купить с доставкой ...,"Все книги серии Россия в глобальной политике в наличии с доставкой по Москве, Санкт-Петербургу и в регионы России . В торговом доме БММ новинки 2021 года, ...",1646349153
Россия в глобальной политике,https://www.coursera.org/learn/diaspori-v-globalnoi-politike,59,59,Диаспоры в глобальной политике | Coursera,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России). MGIMO is Russia's ...,1646349153
Россия в глобальной политике,https://itrend.ru/company/Rossiya-v-globalnoi-politike-21,60,60,Наши клиенты | Россия в глобальной политике,"Журнал ""Россия в глобальной политике"" - одно из самых влиятельных российских общественно-политических изданий, посвященное международным отношениям и ...",1646349153
Россия в глобальной политике,http://president-sovet.ru/presscenter/press/pervyy_i_nerazreshimyy_fedor_lukyanov_glavnyy_redaktor_zhurnala_rossiya_v_globalnoy_politike_gazeta_/,61,61,"«Первый и неразрешимый». Федор Лукьянов, главный редактор ...","«Россия в случае возобновления боевых действий вокруг Карабаха оказывается в ... Федор Лукьянов, главный редактор журнала «Россия в глобальной политике».",1646349153
Россия в глобальной политике,https://e.sfu-kras.ru/course/info.php?id=32588,62,62,"Описание для «УМО ""Россия в глобальной политике""»",В начало · Курсы · Каталог курсов · Учебно-методическое обеспечение дисциплин (модулей) · Бaкaлавриaт (УМО) · Россия в глобальной политике_1_1; Описание ...,1646349153
Россия в глобальной политике,http://cc.voeikovmgo.ru/ru/dokumenty/dokumenty-vmo/10-novosti/novosti-partnerov/1538-rossiya-v-globalnoj-politike-yadernyj-podkhod-k-izmeneniyu-klimata-diskussiya,63,63,Россия в Глобальной Политике: Ядерный подход к изменению ...,Россия в Глобальной Политике: Ядерный подход к изменению климата: дискуссия. АРМОНД КОЭН Исполнительный директор рабочей группы «Чистый воздух».,1646349153
Россия в глобальной политике,https://play.google.com/store/books/details/%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9F%D1%80%D1%8F%D1%85%D0%B8%D0%BD_%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8F_%D0%B2_%D0%B3%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9_%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8?id=JEwkEAAAQBAJ,64,64,"История: Россия в глобальной политике 2-е изд., пер. и доп ...","История: Россия в глобальной политике 2-е изд., пер. и доп. Учебник и практикум для СПО - Ebook written by Владимир Пряхин. Read this book using Google Play ...",1646349153
Россия в глобальной политике,https://books.google.bg/books?id=s5N2DwAAQBAJ&pg=PA378&lpg=PA378&dq=%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8F+%D0%B2+%D0%B3%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9+%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B5&source=bl&ots=257PsqFD3r&sig=ACfU3U0RChVkJpl2mLWQ1bvO5PFoVE_zHQ&hl=bg&sa=X&ved=2ahUKEwiapKbDiKv2AhVwpIsKHamVC34Q6AF6BQjOAhAD,65,65,История: Россия в глобальной политике. Учебник и практикум ...,,1646349153
Россия в глобальной политике,https://www.twirpx.com/file/2161878/,66,66,Россия в глобальной политике 2007 Том 5 №06 Ноябрь,17.02.2017 г. —,1646349153
Россия в глобальной политике,https://www.vedomosti.ru/politics/articles/2022/03/03/912018-odkb-uchastvovat-mirotvorcheskih,67,67,ОДКБ хочет участвовать в миротворческих операциях ООН ...,преди 2 часа —,1646349153
Россия в глобальной политике,https://library.usask.ca/ejournals/view.php?id=1000000000308408,68,68,Electronic Journal - University Library - University of Saskatchewan,"Россия в глобальной политике. Publisher: ANO RID ""Globus"". ISSN: 1810-6439. E-ISSN: 1810-6447. Categories: Arts and Humanities - History ...",1646349153
Россия в глобальной политике,https://ru.valdaiclub.com/a/highlights/voyna-rossii-i-ukrainy-bazovyy-stsenariy/,69,69,Война России и Украины: базовый сценарий? - Клуб ...,25.11.2021 г. —,1646349153
Россия в глобальной политике,http://kremlin.ru/supplement/5770,70,70,Совместное заявление Российской Федерации и ...,4.02.2022 г. —,1646349153
Россия в глобальной политике,https://www.mk.ru/politics/2022/03/03/ukrainskaya-delegaciya-na-peregovorakh-s-rossiey-povela-sebya-khamski.html,71,71,Украинская делегация на переговорах с Россией повела ...,преди 9 часа —,1646349153
Россия в глобальной политике,https://tass.ru/politika/13839781,72,72,"Захарова: спецоперация РФ является не началом войны, а ...",преди 8 дни —,1646349153
Россия в глобальной политике,https://ukraina.ru/opinion/20220101/1032832676.html,73,73,Россия в глобальном мире - Украина.ру,1.01.2022 г. —,1646349153
Россия в глобальной политике,https://www.gorby.ru/,74,74,Международный фонд социально-экономических и ...,"Павел Палажченко о причинах противоречивости российской внешней политики. Газета.ру, 06.03.2013 ... ""Россия в глобальной политике"", январь-февраль 2012 ...",1646349153
Россия в глобальной политике,https://www.epravda.com.ua/rus/news/2022/03/3/683189/,75,75,Мировая экономика может сократиться на 1% из-за войны ...,преди 8 часа —,1646349153
Россия в глобальной политике,https://lenta.ru/news/2022/02/23/glavnyygarant/,76,76,Китай и Россию назвали главными гарантами ... - Lenta.ru,23.02.2022 г. —,1646349153
Россия в глобальной политике,https://uz.sputniknews.ru/20220302/zapad-otkryl-vek-novogo-varvarstva-23074482.html,77,77,Запад открыл век нового варварства - Sputnik Узбекистан,преди 2 дни —,1646349153
Россия в глобальной политике,https://1prime.ru/world/20220301/836215779.html,78,78,"В ЕС пригрозили России ""глобальной экономической войной""",преди 3 дни —,1646349153
Россия в глобальной политике,https://eurasia.amnesty.org/2022/03/02/rossiya-ukraina-vtorzhenie-v-ukrainu-akt-agressii-i-katastrofa-v-oblasti-prav-cheloveka/,79,79,Россия/Украина. Вторжение в Украину — акт агрессии и ...,преди 2 дни —,1646349153
Россия в глобальной политике,https://www.kommersant.ru/doc/5238039,80,80,Не в свои санкции не садись - Kommersant,преди 3 дни —,1646349153
Россия в глобальной политике,https://3dnews.ru/1060990/meta-rasskazala-izza-chego-roskomnadzor-nachal-ogranichivat-rabotu-facebook,81,81,Meta прокомментировала ограничения работы Facebook в ...,преди 6 дни —,1646349153
Россия в глобальной политике,https://aif.ru/politics/world/feyki_k_boyu_kak_zapadnye_socseti_prodvigayut_lozh_o_situacii_na_ukraine,82,82,Фейки к бою. Как западные соцсети продвигают ложь о ...,преди 3 дни —,1646349153
Россия в глобальной политике,https://www.samregion.ru/press_center/events/predstaviteli-obshhestvennyh-organizaczij-regiona-podpisali-obrashhenie-v-podderzhku-prezidenta-rossii-vladimira-putina/,83,83,Представители общественных организаций региона ...,преди 3 дни —,1646349153
Россия в глобальной политике,https://regnum.ru/news/3519895.html,84,84,МИД КНДР: причина происходящего на Украине в ...,преди 3 дни —,1646349153
Россия в глобальной политике,https://www.currenttime.tv/a/razmennaya-moneta-v-diskussii-mezhdu-rossiyskoy/31730170.html,85,85,"""Разменная монета в дискуссии между российской ...",преди 2 дни —,1646349153
Россия в глобальной политике,https://www.autostat.ru/news/50884/,86,86,Honda прекратила поставки автомобилей в Россию,преди 14 часа —,1646349153
Россия в глобальной политике,https://www.cnews.ru/news/top/2022-03-02_ukraina_prosit_vygnat_rossiyu,87,87,Украина требует отключить Россию от интернета - CNews.ru,преди 2 дни —,1646349153
Россия в глобальной политике,https://spravedlivo.ru/11882910,88,88,Сергей Миронов призвал выделить триллион рублей из ...,преди 13 часа —,1646349153
Россия в глобальной политике,https://ru.euronews.com/my-europe/2022/03/03/eu-parliament-russia-votes-no,89,89,Почему 13 евродепутатов проголосовали против ...,преди 11 часа —,1646349153
Россия в глобальной политике,https://rtvi.com/news/ogromnaya-neopredelennost-kak-sanktsii-protiv-rossii-povliyayut-na-mirovuyu-ekonomiku/,90,90,Как санкции против России повлияют на мировую экономику,преди 6 часа —,1646349153
Россия в глобальной политике,https://www.nippon.com/ru/news/yjj2022030100948/,91,91,Группа ведущих экономически развитых стран G7 ...,преди 2 дни —,1646349153
Россия в глобальной политике,https://www.aa.com.tr/ru/%D0%BC%D0%B8%D1%80/%D0%BC%D0%B8%D1%80%D0%B7%D0%B8%D1%91%D0%B5%D0%B2-%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B8%D0%BB-%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D1%8C-%D0%BE%D1%84%D0%B8%D1%81-%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D1%82%D0%B5%D1%80%D1%80%D0%BE%D1%80%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F-%D0%BE%D0%BE%D0%BD-/2522105,92,92,Мирзиёев предложил открыть офис ... - Anadolu Agency,преди 14 часа —,1646349153
Россия в глобальной политике,https://www.forbes.ru/finansy/457271-zapad-mozet-zablokirovat-tol-ko-okolo-poloviny-valutnyh-rezervov-centrobanka,93,93,Запад может заблокировать только около половины ...,"Страны Запада смогут заблокировать около половины резервов Банка России, ... Евросоюза по иностранным делам и политике безопасности Жозеп Боррель на ...",1646349153
Россия в глобальной политике,https://www.gazeta.ru/auto/news/2022/03/01/17362273.shtml,94,94,Россию исключили из жюри международного конкурса,преди 3 дни —,1646349153
Россия в глобальной политике,https://antiterrortoday.com/glavnoe-segodnya/rossiya-rol-i-mesto-v-sovremennom-mire,95,95,Россия - роль и место в современном мире - Antiterror Today,22.04.2021 г. —,1646349153
Россия в глобальной политике,https://theprosepost.com/article/putin-politika-rossii-i-kitaya-stabiliziruet-neprostuyu-situaciyu-v-mire-sinhua,96,96,Путин: политика России и Китая стабилизирует непростую ...,"В ходе предстоящего визита мы с Председателем КНР Си Цзиньпином всесторонне рассмотрим ключевые вопросы двусторонней, региональной и глобальной повестки дня.",1646349153
